ElementID	Dimension	Type Level 1	Type Level 2	Type Level 3	Type Level 4	Definition	Industry	Bildungsweg 1	Bildungsweg 2	Bildungsweg 3	Bildungsweg 4	Bildungsweg 5	Bildungsweg 6	Bildungsweg 7	Bildungsweg 8	Bildungsweg 9	Bildungsweg 10	Source	Connection SwissICT Model
1	knowledge			"Kundensegmentierung Kundeneinteilung
Kundenaufteilung
Kunden in Bereiche einteilen
Kunden segmentieren"		Verfahren, bei dem ein Zielmarkt für eine weitere Marktanalyse in bestimmte Gruppen von Verbrauchern unterteilt wird.												http://data.europa.eu/esco/skill/136e0cab-0b19-48f7-9086-745d615f416b	
1	knowledge			Flughafenplanung		Kenntnis der Flughafenplanung für verschiedene Flugzeugtypen; Nutzen dieser Informationen zur Mobilisierung von Ressourcen und Menschen, um Flugzeuge zu behandeln, während sie sich am Flughafen befinden.												http://data.europa.eu/esco/skill/137833bd-aa42-47b5-8005-dd004060c8b5	
1	knowledge			Gesetze über die Beförderung von Gefahrgütern Gefahrguttransportvorschriften		Rechtsvorschriften, die bei der Beförderung potenziell gefährlicher Güter gelten, und Verfahren für die Einstufung dieser Stoffe.												http://data.europa.eu/esco/skill/13945aaa-3a43-4846-9380-ff076319b1a4	
1	knowledge			klinische Immunologie		Pathologie einer Krankheit in Bezug auf die Immunreaktion und das Immunsystem.												http://data.europa.eu/esco/skill/13af7f6b-6d72-4e7d-86f6-3e6d1bd6ef7a	
1	knowledge			Visual Basic		Techniken und Grundsätze der Softwareentwicklung, wie Analyse, Algorithmen, Programmierung, Testen und Kompilieren von Programmierparadigmen in Visual Basic.												http://data.europa.eu/esco/skill/13bdd41a-2a18-441f-96db-41252c519413	
1	knowledge			"Weineigenschaften Weincharakteristika
Weinmerkmale
Weineigenheiten
Weininformationen"		Ursprung und Merkmale von internationalen Weinen.												http://data.europa.eu/esco/skill/13bf8e76-044a-43c3-9924-ee6d99b50a9f	
1	knowledge			Gesundheit und Sicherheit in der Textilindustrie Gesundheit und Sicherheit in der Textilbranche		Anforderungen, Vorschriften und Anwendungen von Gesundheits- und Sicherheitsmaßnahmen in der Textilindustrie.												http://data.europa.eu/esco/skill/13d1b916-0ee9-4ee1-b762-56a9feade16c	
1	knowledge			Ernährung		Wissenschaft, die die verschiedenen Stoffe und Nährstoffe (Proteine, Kohlenhydrate, Tannine, Anthocyane, Vitamine und Mineralien) sowie ihre Wechselwirkungen mit Lebensmitteln untersucht.												http://data.europa.eu/esco/skill/13d96098-2ff0-46b8-b326-b7c0e18cc1f1	
1	knowledge			SA8000 Bewältigung von Gleisstörungen		Kenntnis des internationalen Standards zur Gewährleistung grundlegender Rechte für Arbeitnehmer und zur Herstellung gesunder und sicherer Arbeitsbedingungen.												http://data.europa.eu/esco/skill/13e3ad0e-7e5b-4499-885a-5f7dbfe3fc03	
1	knowledge			Gute Herstellungspraxis GMP		Regulatorische Auflagen und gute Herstellungspraxis (Good Manufacturing Practices, GMP), die im betreffenden Fertigungssektor angewandt werden.												http://data.europa.eu/esco/skill/13f22eb5-e3a8-405a-9d89-c8124d4a239a	
1	knowledge			"Fischereiverwaltung Fischereimanagement
Fischereibewirtschaftung
Fischereiwirtschaft"		Für die Fischerei angewandte Grundsätze, Methoden und Ausrüstung: die Begriffe „Fang“, „Beifang“, „Fischereiaufwand“, „höchstmöglicher Dauerertrag“, verschiedene Probenahmeverfahren und die Verwendung von Stichproben.												http://data.europa.eu/esco/skill/13f56e40-eb4c-41d4-82e4-850f6f356581	
1	knowledge			Verarbeitung in Blanchiermaschinen		Maschinen, die Lebensmittel mit Dampf oder Wasser erhitzen, um Bakterien zu töten, die Farbe zu erhalten und eingeschlossene Luft zu entfernen.												http://data.europa.eu/esco/skill/13ff6bf6-e84e-411c-908c-171d8d330d8d	
1	knowledge			Qualitätskriterien für Lagereinrichtungen		Qualitätskriterien für Lagereinrichtungen, wie sichere Verriegelungssysteme, Lüftung und regelmäßig kontrollierte Feuerschutzsysteme.												http://data.europa.eu/esco/skill/14026826-61f5-4476-a217-4e4d62e86b4f	
1	knowledge			Alarmanlagen		Sicherheitssysteme in Gebäuden und auf Grundstücken, die Sicherheitsfirmen automatisch alarmieren oder akustische oder audiovisuelle Signale erzeugen, wenn ein Einbruch, ein Diebstahl oder eine Beschädigung von Eigentum festgestellt wird.												http://data.europa.eu/esco/skill/14029d35-3831-4176-be75-da64e6024e6f	
1	knowledge			Arten der ätherischen Öle		Unterscheidung verschiedener Arten ätherischer Öle, die aus Pflanzen gewonnen werden. Heilende und therapeutische Eigenschaften dieser Öle sowie ihre Auswirkungen auf den Körper. Methode der Verbreitung, wie über die Luft, durch Inhalation oder topische Anwendungen.												http://data.europa.eu/esco/skill/14239d25-1ffc-4236-895c-958f5d72267f	
1	knowledge			Werkstoffkunde Materialkunde		Wissenschaftlicher und technischer Bereich, bei dem neue Werkstoffe auf der Grundlage ihrer Struktur, ihrer Eigenschaften, ihrer Synthese und der Leistung für eine Vielzahl von Zwecken erforscht werden, einschließlich der zunehmenden Feuerbeständigkeit von Baustoffen.												http://data.europa.eu/esco/skill/142f3f7f-f15f-412e-a5fe-f75755b5dbe0	
1	knowledge			Batterieflüssigkeiten		Merkmale und Eigenschaften von Batterieflüssigkeiten.												http://data.europa.eu/esco/skill/142f7164-fe09-49ec-af18-7c9e86269d9e	
1	knowledge			Business-Intelligence		Instrumente zur Umwandlung großer Mengen von Rohdaten in relevante und hilfreiche Geschäftsinformationen.												http://data.europa.eu/esco/skill/143769cb-b61e-47d8-a61e-eedfbec1016c	
1	knowledge			Fernmeldetechnik Telekommunikationstechnik		Disziplin, die Informatik mit Elektrotechnik kombiniert, um Telekommunikationssysteme zu verbessern.												http://data.europa.eu/esco/skill/14764a75-3104-4875-ba1d-57c059b9b013	
1	knowledge			Bobath-Therapie		Therapie, die eingesetzt wird, um Kindern und Erwachsenen, die nach einem Schlaganfall Bewegungsstörungen aufweisen (Cerebralparese), zu helfen, ihre Bewegungsfähigkeit zu verbessern und ihre (verlorenen) Kompetenzen zu entwickeln.												http://data.europa.eu/esco/skill/1492f016-379c-4dbe-a3f6-6b486c103b8f	
1	knowledge			Bedingungen für die berufliche Praxis der klinischen Psychologie		Institutionelle, rechtliche und psychosoziale Bedingungen für die berufliche Praxis der klinischen Psychologie mit dem Ziel, sie bei der Ausübung des psychologischen Berufes im Gesundheitswesen anzuwenden.												http://data.europa.eu/esco/skill/1493ddb4-9a46-4e00-b9c8-d8e1c64e8f34	
1	knowledge			Oralchirurgie Mundchirurgie		Behandlung von Krankheiten, Verletzungen und Fehlern, die die Kiefer- und Gesichtsregion sowie die Mundregion betreffen, z. B. weiches und hartes Gewebe des Mundes.												http://data.europa.eu/esco/skill/1496ae24-9ccb-4470-8ed0-5b7b64253b35	
1	knowledge			soziale Innovation		"Innovative Modelle, Produkte oder Dienstleistungen, die ein soziales Bedürfnis befriedigen und infolgedessen neue Kooperationen im sozialen Bereich schaffen.
   "												http://data.europa.eu/esco/skill/149e5f0d-eb46-4e75-9265-e91f6b2ca596	
1	knowledge			Taxonomie von Organismen Klassifikation von Organismen		Wissenschaft zur Klassifizierung von Organismen.												http://data.europa.eu/esco/skill/14c9635f-1afe-41a1-997e-7b406751e033	
1	knowledge			Adobe Photoshop		Grafisches IKT-Werkzeug zur digitalen Bearbeitung und Zusammenstellung von Grafiken, mit dem sich 2-D-Rastergrafiken und 2-D-Vektorgrafiken erzeugen lassen. Es wurde vom Softwareunternehmen Adobe entwickelt.												http://data.europa.eu/esco/skill/14ced458-5f4b-495f-bd3d-9c240614bda0	
1	knowledge			Seismologie Erdbebenkunde		Wissenschaftliche Studienrichtung, die sich mit der Entstehung elastischer Wellen und Bewegungen der Erdkruste und anderer Himmelskörper befasst.												http://data.europa.eu/esco/skill/14d00c3e-b335-4a51-8f3f-649441683d5a	
1	knowledge			Spanisch		Die spanische Sprache. Spanisch ist eine Amts- und Arbeitssprache der EU.												http://data.europa.eu/esco/skill/14ee9f76-3524-43d5-8a1a-5ba8283f8bd7	
1	knowledge			psychologische Diagnostik		Strategien, Methoden und Techniken der psychologischen Diagnostik in Bezug auf gesundheitsbezogene Erfahrungen und Verhaltensweisen sowie psychische Störungen												http://data.europa.eu/esco/skill/14ef75cd-ca1f-49c9-9478-ee611b7778fc	
1	knowledge			Kunstsammlungen Kunstsammlung		Vielfalt von Gemälden, Skulpturen, Ausdrucken, Zeichnungen und anderen Werken, die Sammlungen in einem Museum bilden, sowie vielversprechende neue Sammlungen, die für ein Museum oder Kunstgalerie von Interesse sind.												http://data.europa.eu/esco/skill/14f9a27c-d52e-4e3d-9819-e564d4ec3d71	
1	knowledge			IBM InfoSphere DataStage		Vom Softwareunternehmen IBM entwickeltes Computerprogramm für die Integration von Informationen aus mehreren Anwendungen, die von Unternehmen erstellt und gepflegt werden, in eine konsistente und transparente Datenstruktur.												http://data.europa.eu/esco/skill/14fdac88-6d4a-4e47-9df5-02c6d1e86fdd	
1	knowledge			elektrische Uhren Elektrouhren		Uhrmacherwaren, bei denen Elektrizität zum Messen der Zeit verwendet wird, z. B. elektrische, elektronische, digitale oder Quarzuhren.												http://data.europa.eu/esco/skill/152119f5-d0a2-4429-87c4-9f785fb807b5	
1	knowledge			Holzfeuchte		Menge des in Holzwerkstoffen enthaltenen Wassers. Auswirkungen von Holzfeuchte auf die Größe und die physikalischen Eigenschaften des Holzes. Passender Feuchtegehalt für verschiedene Zwecke.												http://data.europa.eu/esco/skill/1536a96f-9dab-4386-85e7-29f2a2edef9e	
1	knowledge			Gasmarkt		Trends und wichtigen Antriebsfaktoren im Gashandelsmarkt, die Methoden und Strategien im Gashandel sowie Ermittlung der wichtigsten Akteure im Gassektor.												http://data.europa.eu/esco/skill/1557a239-5ed4-48e6-9536-d1ac6eaefcf3	
1	knowledge			Auswirkungen des Klimawandels		"Verständnis der Auswirkungen des Klimawandels auf die biologische Vielfalt und die Lebensbedingungen von Pflanzen und Tieren.
    "												http://data.europa.eu/esco/skill/1565b401-1754-4b07-8f1a-eb5869e64d95	
1	knowledge			Merkmale von Erzeugnissen		Greifbare Eigenschaften eines Produkts, wie Materialien, Eigenschaften und Funktionen sowie seine verschiedenen Anwendungen, Merkmale, Einsatzmöglichkeiten und Unterstützungsanforderungen.												http://data.europa.eu/esco/skill/1585fc98-bfe4-461f-97fc-734055a2c3ce	
1	knowledge			intermodaler Verkehr Intermodalität		Verständnis des Intermodalismus durch Berechnung, Begreifen und Reagieren auf seine Rolle bei sich verändernden Kundenanforderungen sowie Steigerung der Wettbewerbsfähigkeit der Lieferketten auf einem globalen Markt.												http://data.europa.eu/esco/skill/15952b07-e74b-4618-baf2-51f40a5edbc4	
1	knowledge			Kundendienst		Prozesse und Grundsätze in Bezug auf den Kunden, den Mandanten, Servicebenutzer sowie personenbezogene Dienstleistungen; dazu können Verfahren zur Bewertung der Zufriedenheit des Kunden oder Servicebenutzers gehören.												http://data.europa.eu/esco/skill/15a33d76-4640-438d-ae64-fdc0c1d3eebc	
1	knowledge			Energieeinsparungspotenzial von automatisierten Schichtsystemen		"Potenzial für Energieeinsparungen in automatisierten Schichtsystemen durch Mechanismen wie verbesserte Effizienz und bessere Vorhersage bevorstehender Ereignisse.
   "												http://data.europa.eu/esco/skill/15c522eb-cd6d-4b00-9d95-db20c0f8df88	
1	knowledge			chemische Eigenschaften von Schokolade chemische Aspekte von Schokolade		Chemische Beschaffenheit von Schokolade, um Rezepturen abzuwandeln und Kunden Freude zu bereiten.												http://data.europa.eu/esco/skill/15d62faf-800d-452a-9b78-11846c4aaae9	
1	knowledge			Versicherungsrecht		Das Gesetz und die Rechtsvorschriften über die Politik der Übertragung von Risiken oder Verlusten von einer Partei, dem Versicherten, auf eine andere, den Versicherer, gegen eine regelmäßige Zahlung. Dazu gehören die Regulierung von Versicherungsansprüchen und des Versicherungsgeschäfts.												http://data.europa.eu/esco/skill/15d6d4e9-9b4b-4a93-aea5-a29a67b6d9e7	
1	knowledge			Kommunikation		Austausch und Vermittlung von Informationen, Ideen, Konzepten, Gedanken und Gefühlen durch die Nutzung eines gemeinsamen Systems von Wörtern, Zeichen und semantischen Regeln über ein Medium.												http://data.europa.eu/esco/skill/15d76317-c71a-4fa2-aadc-2ecc34e627b7	
1	knowledge			Neoplasie Tumorbildung		Merkmale der Genetik, des Wachstums, der Zelltransformation und der Klonalität einer Wucherung.												http://data.europa.eu/esco/skill/15e83051-b2dd-4231-a35f-60e1c6ad2fed	
1	knowledge			Bihari		Biharische Sprache.												http://data.europa.eu/esco/skill/15ea7b6b-1b93-4ed8-b58a-5c54777e0832	
1	knowledge			Religionswissenschaften		Untersuchung des religiösen Verhaltens, der Überzeugungen und der Institutionen aus säkularer Sicht und auf der Grundlage von Methoden aus verschiedenen Bereichen, wie Anthropologie, Soziologie und Philosophie.												http://data.europa.eu/esco/skill/15f9284a-5385-42ac-92c7-b8352ea43c36	
1	knowledge			Web-Analyse		Die Merkmale, Werkzeuge und Techniken für die Messung, Erfassung, Analyse und Meldung von Webdaten, um Informationen über das Verhalten der Nutzer zu erhalten und die Leistung einer Website zu verbessern.												http://data.europa.eu/esco/skill/1605025e-a179-421f-8f35-5b07d182a6b2	
1	knowledge			Telefonmarketing		Grundsätze und Techniken, um potenzielle Kunden über das Telefon zu werben, um die direkte Vermarktung von Produkten oder Dienstleistungen durchzuführen.												http://data.europa.eu/esco/skill/16132f2b-cf61-4c53-ae8d-9023a8bab90b	
1	knowledge			Gute Laborpraxis GLP		Regulatorische Anforderungen und gute Laborpraxis (GLP), die im betreffenden Fertigungssektor angewandt werden.												http://data.europa.eu/esco/skill/1618ee1c-6753-456e-a171-3d7e5f75404a	
1	knowledge			Sardisch		Sardische Sprache.												http://data.europa.eu/esco/skill/1627c1b9-31e1-4742-bf5c-cfec2ce33cfc	
1	knowledge			klinische Praxis in der Musiktherapie		Therapeutische und musikalische Unterstützung, um eine wirksame Behandlung mit musikbasierten Maßnahmen für Patienten in einer medizinischen Umgebung, z. B. einer Klinik, zu erleichtern.												http://data.europa.eu/esco/skill/16936223-285b-47e6-8c76-f60f26294c14	
1	knowledge			chemische Wasseranalyse		Grundsätze der komplexen Wasserchemie.												http://data.europa.eu/esco/skill/1697d506-a82b-45aa-9a2f-2b71d71e1789	
1	knowledge			Etiopathie		Alternative Medizintherapie, bei der der Therapeut nur seine Hände benutzt, um die Symptome der Patienten auf längere Sicht zu behandeln, indem die tiefere Ursache der Krankheit diagnostiziert wird.												http://data.europa.eu/esco/skill/16af9bcb-5fca-4a65-bd59-8a407f009999	
1	knowledge			pharmazeutische Erzeugnisse		Angebotene pharmazeutische Erzeugnisse, ihre Funktionen und Eigenschaften sowie die rechtlichen und regulatorischen Auflagen.												http://data.europa.eu/esco/skill/16b1f191-eafd-4821-a08a-9f0cc4e5a71a	
1	knowledge			Instrumentierungsausrüstung Mess- und Steuervorrichtungen		Geräte und Instrumente zur Überwachung und Steuerung von Prozessen, wie Ventile, Regler, Leistungsschalter und Relais.												http://data.europa.eu/esco/skill/16c8eade-5c2b-4c9c-a60d-6799dbc758a3	
1	knowledge			Holzchemie		Chemische Zusammensetzung aller Holzarten, die aus einem bestimmten Prozentsatz von Cellulose, Hemicellulose und Lignin bestehen und Kohlenstoff, Sauerstoff, Wasserstoff, Stickstoff und andere Bestandteile enthalten.												http://data.europa.eu/esco/skill/16cd7594-f518-45db-bd9a-9cf2b5a59691	
1	knowledge			internationale Wasserstraßen		Für die Seeschifffahrt verwendete internationale Wasserstraßen, die geografische Lage von Strömen, Wasserstraßen und Häfen.												http://data.europa.eu/esco/skill/16f22744-64f4-4798-8666-aea6d7d201fc	
1	knowledge			Rechtsvorschriften zur Gesundheitsfürsorge		Patientenrechte und Verantwortlichkeiten der Angehörigen der Gesundheitsberufe sowie die möglichen Auswirkungen und Strafverfolgung von Fahrlässigkeit oder Missbrauch im Zusammenhang mit einer medizinischen Behandlung.												http://data.europa.eu/esco/skill/1709f408-9965-489b-9805-8e1e5d9e483b	
1	knowledge			Edmodo		Das Bildungsnetzwerk Edmodo ist eine E-Learning-Plattform für die Schaffung, Verwaltung, Organisation, Meldung und Bereitstellung von E-Learning-Schulungen und die Vernetzung von Lehrern, Schülern und Eltern.												http://data.europa.eu/esco/skill/17702c40-e963-4593-847e-a332b1c9357e	
1	knowledge			"Informationen über Sehenswürdigkeiten Informationen über Sehenswürdigkeiten liefern
Informationen über Sehenswürdigkeiten anbieten
Besichtigungsinformationen
Informationen für Besichtigungen"		Informationen über Sehenswürdigkeiten eines bestimmten touristischen Gebiets.												http://data.europa.eu/esco/skill/177983da-20a1-451c-98e6-21e6b4ed97ae	
